Algorithm.Ball Count.Execution Time
InsertSort.100.0
InsertSort.100.0
InsertSort.100.0,1085
InsertSort.100.0,0995
InsertSort.100.0,0973
InsertSort.100.0,1368
InsertSort.100.0,1415
InsertSort.100.0,1013
InsertSort.100.0,0961
InsertSort.100.0,0954
InsertSort.100.0,0955
InsertSort.100.0,0997
InsertSort.100.0,139
InsertSort.100.0,1476
InsertSort.100.0,1065
InsertSort.100.0,1351
InsertSort.100.0,1393
InsertSort.100.0,0986
InsertSort.100.0,1424
InsertSort.100.0,0954
InsertSort.100.0,1455
InsertSort.100.0,0965
InsertSort.100.0,1401
InsertSort.100.0,0945
InsertSort.100.0,0946
InsertSort.100.0,095
InsertSort.100.0,1443
InsertSort.100.0,1425
InsertSort.100.0,1441
InsertSort.100.0,0964
InsertSort.100.0,0948
InsertSort.100.0,0946
InsertSort.100.0,1006
InsertSort.100.0,0941
InsertSort.100.0,0943
InsertSort.100.0,1413
InsertSort.100.0,1418
InsertSort.100.0,0952
InsertSort.100.0,0998
InsertSort.100.0,0948
InsertSort.100.0,1012
InsertSort.100.0,0943
InsertSort.100.0,0942
InsertSort.100.0,0941
InsertSort.100.0,094
InsertSort.100.0,1394
InsertSort.100.0,1461
InsertSort.100.0,0944
InsertSort.100.0,0945
InsertSort.100.0,0942
InsertSort.100.0,1443
InsertSort.100.0,0944
InsertSort.100.0,0982
InsertSort.100.0,1385
InsertSort.100.0,0937
InsertSort.100.0,1105
InsertSort.100.0,094
InsertSort.100.0,0939
InsertSort.100.0,0937
InsertSort.100.0,0967
InsertSort.100.0,0936
InsertSort.100.0,0992
InsertSort.100.0,0941
InsertSort.100.0,1459
InsertSort.100.0,0954
InsertSort.100.0,0933
InsertSort.100.0,1002
InsertSort.100.0,0934
InsertSort.100.0,0925
InsertSort.100.0,0923
InsertSort.100.0,0921
InsertSort.100.0,0926
InsertSort.100.0,1223
InsertSort.100.0,0932
InsertSort.100.0,0924
InsertSort.100.0,0943
InsertSort.100.0,0936
InsertSort.100.0,0919
InsertSort.100.0,0918
InsertSort.100.0,1349
InsertSort.100.0,1315
InsertSort.100.0,0941
InsertSort.100.0,0977
InsertSort.100.0,1394
InsertSort.100.0,1367
InsertSort.100.0,116
InsertSort.100.0,1435
InsertSort.100.0,1369
InsertSort.100.0,0907
InsertSort.100.0,132
InsertSort.100.0,091
InsertSort.100.0,1283
InsertSort.100.0,1373
InsertSort.100.0,0948
InsertSort.100.0,135
InsertSort.100.0,1375
InsertSort.100.0,1356
InsertSort.100.0,1574
InsertSort.100.0,0911
InsertSort.100.0,0909
InsertSort.100.0,1331
InsertSort.100.0,0929
InsertSort.100.0,1304
InsertSort.100.0,0908
InsertSort.100.0,1304
InsertSort.100.0,1323
InsertSort.100.0,0902
InsertSort.100.0,1187
InsertSort.100.0,0929
InsertSort.100.0,0897
InsertSort.100.0,0902
InsertSort.100.0,09
InsertSort.100.0,129
InsertSort.100.0,117
InsertSort.100.0,0933
InsertSort.100.0,0909
InsertSort.100.0,0899
InsertSort.100.0,099
InsertSort.100.0,1305
InsertSort.100.0,1041
InsertSort.100.0,0891
InsertSort.100.0,0949
InsertSort.100.0,128
InsertSort.100.0,1315
InsertSort.100.0,0911
InsertSort.100.0,0891
InsertSort.100.0,0887
InsertSort.100.0,1343
InsertSort.100.0,1336
InsertSort.100.0,0967
InsertSort.100.0,1297
InsertSort.100.0,0886
InsertSort.100.0,1346
InsertSort.100.0,0929
InsertSort.100.0,0986
InsertSort.100.0,0947
InsertSort.100.0,1178
InsertSort.100.0,1293
InsertSort.100.0,0888
InsertSort.100.0,0888
InsertSort.100.0,0886
InsertSort.100.0,0894
InsertSort.100.0,091
InsertSort.100.0,1337
InsertSort.100.0,0903
InsertSort.100.0,1349
InsertSort.100.0,0911
InsertSort.100.0,1388
InsertSort.100.0,0913
InsertSort.100.0,0888
InsertSort.100.0,0931
InsertSort.100.0,0885
InsertSort.100.0,0883
InsertSort.100.0,0885
InsertSort.100.0,0881
InsertSort.100.0,0892
InsertSort.100.0,0885
InsertSort.100.0,122
InsertSort.100.0,1349
InsertSort.100.0,134
InsertSort.100.0,0954
InsertSort.100.0,0878
InsertSort.100.0,0888
InsertSort.100.0,1266
InsertSort.100.0,0875
InsertSort.100.0,1248
InsertSort.100.0,1465
InsertSort.100.0,1412
InsertSort.100.0,1304
InsertSort.100.0,1344
InsertSort.100.0,1307
InsertSort.100.0,0956
InsertSort.100.0,0893
InsertSort.100.0,0951
InsertSort.100.0,1104
InsertSort.100.0,1328
InsertSort.100.0,1145
InsertSort.100.0,09
InsertSort.100.0,1109
InsertSort.100.0,1108
InsertSort.100.0,13
InsertSort.100.0,0868
InsertSort.100.0,0866
InsertSort.100.0,1064
InsertSort.100.0,0867
InsertSort.100.0,1301
InsertSort.100.0,0875
InsertSort.100.0,1023
InsertSort.100.0,089
InsertSort.100.0,0868
InsertSort.100.0,1252
InsertSort.100.0,0868
InsertSort.100.0,0871
InsertSort.100.0,1271
InsertSort.100.0,0951
InsertSort.100.0,0889
InsertSort.100.0,1236
InsertSort.100.0,1276
InsertSort.100.0,087
InsertSort.100.0,0946
InsertSort.100.0,0874
InsertSort.100.0,1372
InsertSort.100.0,0871
InsertSort.100.0,1325
InsertSort.100.0,0989
InsertSort.100.0,0866
InsertSort.100.0,0863
InsertSort.100.0,1325
InsertSort.100.0,1258
InsertSort.100.0,1302
InsertSort.100.0,0883
InsertSort.100.0,106
InsertSort.100.0,1287
InsertSort.100.0,1383
InsertSort.100.0,0858
InsertSort.100.0,0958
InsertSort.100.0,0882
InsertSort.100.0,0858
InsertSort.100.0,1261
InsertSort.100.0,0862
InsertSort.100.0,0862
InsertSort.100.0,1299
InsertSort.100.0,0932
InsertSort.100.0,1341
InsertSort.100.0,0864
InsertSort.100.0,0859
InsertSort.100.0,0881
InsertSort.100.0,1286
InsertSort.100.0,1337
InsertSort.100.0,1061
InsertSort.100.0,0857
InsertSort.100.0,1274
InsertSort.100.0,0863
InsertSort.100.0,086
InsertSort.100.0,0978
InsertSort.100.0,0941
InsertSort.100.0,1331
InsertSort.100.0,0862
InsertSort.100.0,0911
InsertSort.100.0,0877
InsertSort.100.0,0864
InsertSort.100.0,0877
InsertSort.100.0,0864
InsertSort.100.0,127
InsertSort.100.0,0965
InsertSort.100.0,0863
InsertSort.100.0,0862
InsertSort.100.0,1275
InsertSort.100.0,0871
InsertSort.100.0,1092
InsertSort.100.0,1297
InsertSort.100.0,112
InsertSort.100.0,0858
InsertSort.100.0,1291
InsertSort.100.0,1298
InsertSort.100.0,088
InsertSort.100.0,2429
InsertSort.100.0,0879
InsertSort.100.0,0857
InsertSort.100.0,0918
InsertSort.100.0,1139
InsertSort.100.0,1256
InsertSort.100.0,0854
InsertSort.100.0,0858
InsertSort.100.0,1112
InsertSort.100.0,0868
InsertSort.100.0,1238
InsertSort.100.0,0882
InsertSort.100.0,0854
InsertSort.100.0,1271
InsertSort.100.0,1371
InsertSort.100.0,0856
InsertSort.100.0,0889
InsertSort.100.0,086
InsertSort.100.0,1296
InsertSort.100.0,1722
InsertSort.100.0,0855
InsertSort.100.0,1219
InsertSort.100.0,088
InsertSort.100.0,0961
InsertSort.100.0,1306
InsertSort.100.0,114
InsertSort.100.0,0863
InsertSort.100.0,0868
InsertSort.100.0,1055
InsertSort.100.0,0955
InsertSort.100.0,1306
InsertSort.100.0,0955
InsertSort.100.0,0942
InsertSort.100.0,1154
InsertSort.100.0,0981
InsertSort.100.0,1208
InsertSort.100.0,1343
InsertSort.100.0,0862
InsertSort.100.0,1276
InsertSort.100.0,0929
InsertSort.100.0,1319
InsertSort.100.0,1293
InsertSort.100.0,0861
InsertSort.100.0,0966
InsertSort.100.0,09
InsertSort.100.0,119
InsertSort.100.0,0882
InsertSort.100.0,0862
InsertSort.100.0,1257
InsertSort.100.0,1233
InsertSort.100.0,1104
InsertSort.100.0,0918
InsertSort.100.0,0862
InsertSort.100.0,0862
InsertSort.100.0,0869
InsertSort.100.0,1247
InsertSort.100.0,0878
InsertSort.100.0,0862
InsertSort.100.0,0861
InsertSort.100.0,1313
InsertSort.100.0,1273
InsertSort.100.0,109
InsertSort.100.0,086
InsertSort.100.0,0905
InsertSort.100.0,0863
InsertSort.100.0,1312
InsertSort.100.0,0928
InsertSort.100.0,1011
InsertSort.100.0,0861
InsertSort.100.0,1218
InsertSort.100.0,1179
InsertSort.100.0,087
InsertSort.100.0,0869
InsertSort.100.0,0862
InsertSort.100.0,1133
InsertSort.100.0,1245
InsertSort.100.0,1251
InsertSort.100.0,1279
InsertSort.100.0,1262
InsertSort.100.0,0857
InsertSort.100.0,1188
InsertSort.100.0,1314
InsertSort.100.0,0859
InsertSort.100.0,0862
InsertSort.100.0,1086
InsertSort.100.0,0862
InsertSort.100.0,0963
InsertSort.100.0,0863
InsertSort.100.0,1218
InsertSort.100.0,1269
InsertSort.100.0,0858
InsertSort.100.0,1308
InsertSort.100.0,087
InsertSort.100.0,1008
InsertSort.100.0,0874
InsertSort.100.0,1281
InsertSort.100.0,106
InsertSort.100.0,0924
InsertSort.100.0,0894
InsertSort.100.0,1295
InsertSort.100.0,1202
InsertSort.100.0,1289
InsertSort.100.0,0861
InsertSort.100.0,0882
InsertSort.100.0,0862
InsertSort.100.0,1247
InsertSort.100.0,0942
InsertSort.100.0,0863
InsertSort.100.0,1275
InsertSort.100.0,1282
InsertSort.100.0,0863
InsertSort.100.0,1264
InsertSort.100.0,1109
InsertSort.100.0,1317
InsertSort.100.0,1057
InsertSort.100.0,0868
InsertSort.100.0,0953
InsertSort.100.0,1329
InsertSort.100.0,094
InsertSort.100.0,1131
InsertSort.100.0,1262
InsertSort.100.0,0877
InsertSort.100.0,1661
InsertSort.100.0,0893
InsertSort.100.0,1267
InsertSort.100.0,1092
InsertSort.100.0,1309
InsertSort.100.0,0865
InsertSort.100.0,0865
InsertSort.100.0,0862
InsertSort.100.0,0919
InsertSort.100.0,0868
InsertSort.100.0,0915
InsertSort.100.0,0872
InsertSort.100.0,087
InsertSort.100.0,0872
InsertSort.100.0,0876
InsertSort.100.0,102
InsertSort.100.0,1262
InsertSort.100.0,0936
InsertSort.100.0,0918
InsertSort.100.0,0878
InsertSort.100.0,1447
InsertSort.100.0,1051
InsertSort.200.0
InsertSort.200.0,0003
InsertSort.200.0,0026
InsertSort.200.0,4912
InsertSort.200.0,3488
InsertSort.200.0,3278
InsertSort.200.0,3412
InsertSort.200.0,3505
InsertSort.200.0,3667
InsertSort.200.0,514
InsertSort.200.0,3333
InsertSort.200.0,5264
InsertSort.200.0,3291
InsertSort.200.0,3415
InsertSort.200.0,4991
InsertSort.200.0,4922
InsertSort.200.0,4856
InsertSort.200.0,3883
InsertSort.200.0,3348
InsertSort.200.0,38
InsertSort.200.0,4761
InsertSort.200.0,3623
InsertSort.200.0,3355
InsertSort.200.0,5069
InsertSort.200.0,4365
InsertSort.200.0,3322
InsertSort.200.0,4666
InsertSort.200.0,3437
InsertSort.200.0,3334
InsertSort.200.0,3286
InsertSort.200.0,3477
InsertSort.200.0,492
InsertSort.200.0,3993
InsertSort.200.0,3502
InsertSort.200.0,4964
InsertSort.200.0,492
InsertSort.200.0,4983
InsertSort.200.0,3562
InsertSort.200.0,4725
InsertSort.200.0,3288
InsertSort.200.0,328
InsertSort.200.0,3282
InsertSort.200.0,3635
InsertSort.200.0,4133
InsertSort.200.0,4981
InsertSort.200.0,3308
InsertSort.200.0,3281
InsertSort.200.0,3321
InsertSort.200.0,4964
InsertSort.200.0,3332
InsertSort.200.0,329
InsertSort.200.0,4816
InsertSort.200.0,4951
InsertSort.200.0,3627
InsertSort.200.0,3357
InsertSort.200.0,3368
InsertSort.200.0,3308
InsertSort.200.0,3337
InsertSort.200.0,3294
InsertSort.200.0,3295
InsertSort.200.0,3385
InsertSort.200.0,4187
InsertSort.200.0,3343
InsertSort.200.0,3326
InsertSort.200.0,4542
InsertSort.200.0,3363
InsertSort.200.0,3392
InsertSort.200.0,3287
InsertSort.200.0,3285
InsertSort.200.0,3346
InsertSort.200.0,4206
InsertSort.200.0,3956
InsertSort.200.0,3894
InsertSort.200.0,3294
InsertSort.200.0,5026
InsertSort.200.0,337
InsertSort.200.0,3369
InsertSort.200.0,3351
InsertSort.200.0,3316
InsertSort.200.0,4934
InsertSort.200.0,3354
InsertSort.200.0,3653
InsertSort.200.0,3469
InsertSort.200.0,3391
InsertSort.200.0,3304
InsertSort.200.0,337
InsertSort.200.0,5085
InsertSort.200.0,4351
InsertSort.200.0,3328
InsertSort.200.0,372
InsertSort.200.0,3334
InsertSort.200.0,3425
InsertSort.200.0,3313
InsertSort.200.0,5038
InsertSort.200.0,3419
InsertSort.200.0,433
InsertSort.200.0,3439
InsertSort.200.0,5017
InsertSort.200.0,3727
InsertSort.200.0,3408
InsertSort.200.0,3395
InsertSort.200.0,3464
InsertSort.200.0,3391
InsertSort.200.0,3316
InsertSort.200.0,5655
InsertSort.200.0,5241
InsertSort.200.0,3525
InsertSort.200.0,4816
InsertSort.200.0,4583
InsertSort.200.0,3469
InsertSort.200.0,3358
InsertSort.200.0,3411
InsertSort.200.0,3449
InsertSort.200.0,3357
InsertSort.200.0,445
InsertSort.200.0,4127
InsertSort.200.0,3381
InsertSort.200.0,3648
InsertSort.200.0,3514
InsertSort.200.0,3436
InsertSort.200.0,4342
InsertSort.200.0,4836
InsertSort.200.0,3421
InsertSort.200.0,515
InsertSort.200.0,5097
InsertSort.200.0,3534
InsertSort.200.0,3681
InsertSort.200.0,3834
InsertSort.200.0,3712
InsertSort.200.0,4176
InsertSort.200.0,3624
InsertSort.200.0,3629
InsertSort.200.0,342
InsertSort.200.0,3396
InsertSort.200.0,3474
InsertSort.200.0,3405
InsertSort.200.0,3413
InsertSort.200.0,3457
InsertSort.200.0,3642
InsertSort.200.0,5032
InsertSort.200.0,357
InsertSort.200.0,3467
InsertSort.200.0,5317
InsertSort.200.0,3497
InsertSort.200.0,4502
InsertSort.200.0,3587
InsertSort.200.0,4297
InsertSort.200.0,3494
InsertSort.200.0,376
InsertSort.200.0,3458
InsertSort.200.0,3954
InsertSort.200.0,3507
InsertSort.200.0,3775
InsertSort.200.0,3487
InsertSort.200.0,3454
InsertSort.200.0,5141
InsertSort.200.0,4506
InsertSort.200.0,3607
InsertSort.200.0,3457
